stock_code,name_vn,name_en,name_short,post_to,C
BVBS17092,Trái phiếu Ngân hàng Chính sách Xã hội đợt 12/2017 - BVBS17092,"Bonds from the Bank for Social Policies, round 12/2017",BVBS17092,HNX,2
BVBS17093,Trái phiếu Ngân hàng Chính sách Xã hội đợt 13/2017,Trái phiếu Ngân hàng Chính sách Xã hội đợt 13/2017,BVBS17093,HNX,2
BVBS17094,Trái phiếu Ngân hàng Chính sách Xã hội đợt 14/2017,Trái phiếu Ngân hàng Chính sách Xã hội đợt 14/2017,BVBS17094,HNX,2
BVBS17095,Trái phiếu Ngân hàng Chính sách Xã hội đợt 15/2017 BVBS17095,TPCP,BVBS17095,HNX,2
BVBS18161,Trái phiếu Ngân hàng Chính sách Xã hội đợt 9/2018,Bonds of Bank for Social Policies for the 9th session of 2018,BVBS18161,HNX,2
BVBS18169,Trái phiếu Ngân hàng Chính sách Xã hội đợt 17/2018 BVBS18169,Trái phiếu Ngân hàng Chính sách Xã hội đợt 17/2018,BVBS18169,HNX,2
BVBS18170,Trái phiếu Ngân hàng Chính sách Xã hội đợt 18/2018,Trái phiếu Ngân hàng Chính sách Xã hội đợt 18/2018,BVBS18170,HNX,2
BVBS18171,Trái phiếu Ngân hàng Chính sách Xã hội đợt 19/2018 BVBS18171,Trái phiếu Ngân hàng Chính sách Xã hội đợt 19/2018,BVBS18171,HNX,2
BVBS18225,Trái phiếu Ngân hàng Chính sách Xã hội đợt 16/2018,Trái phiếu Ngân hàng Chính sách Xã hội đợt 16/2018,BVBS18225,HNX,2
BVBS18226,Trái phiếu Ngân hàng Chính sách Xã hội đợt 17/2018,Trái phiếu Ngân hàng Chính sách Xã hội đợt 17/2018,BVBS18226,HNX,2
BVBS18227,Trái phiếu Ngân hàng Chính sách Xã hội đợt 18/2018 BVBS18227,Trái phiếu Ngân hàng Chính sách Xã hội đợt 18/2018,BVBS18227,HNX,2
BVBS18229,Trái phiếu Ngân hàng Chính sách Xã hội đợt 20/2018,"Bonds from the Bank for Social Policies, round 20/2018",BVBS18229,HNX,2
BVBS18230,Trái phiếu Ngân hàng Chính sách Xã hội đợt 21/2018,"Bonds from the Bank for Social Policies, round 21/2018",BVBS18230,HNX,2
BVBS18231,Trái phiếu Ngân hàng Chính sách Xã hội đợt 22/2018,"Bonds from the Bank for Social Policies, round 22/2018",BVBS18231,HNX,2
BVBS19126,Trái phiếu Ngân hàng Chính sách Xã hội đợt 01/2019 BVBS19126,Trái phiếu Ngân hàng Chính sách Xã hội đợt 01/2019,BVBS19126,HNX,2
BVBS19127,Trái phiếu Ngân hàng Chính sách Xã hội đợt 02/2019 BVBS19127,Trái phiếu Ngân hàng Chính sách Xã hội đợt 02/2019,BVBS19127,HNX,2
BVBS19144,Trái phiếu Ngân hàng Chính sách Xã hội đợt 01/2019,Trái phiếu Ngân hàng Chính sách Xã hội đợt 01/2019,BVBS19144,HNX,2
BVBS19145,Trái phiếu Ngân hàng Chính sách Xã hội đợt 02/2019,Vietnam Bank for Social Policies,BVBS19145,HNX,2
BVBS19146,Trái phiếu Ngân hàng Chính sách Xã hội đợt 03/2019,Trái phiếu Ngân hàng Chính sách Xã hội đợt 03/2019,BVBS19146,HNX,2
BVBS19147,Trái phiếu Ngân hàng Chính sách Xã hội đợt 04/2019,Bonds from the Social Policy Bank in April 2019,BVBS19147,HNX,2
BVBS20120,Trái phiếu Ngân hàng Chính sách Xã hội đợt 01/2020,TPCP,BVBS20120,HNX,2
BVBS20121,Trái phiếu Ngân hàng Chính sách Xã hội đợt 02/2020 BVBS20121,BVBS20121,BVBS20121,HNX,2
BVBS20126,Trái phiếu Ngân hàng Chính sách Xã hội đợt 01/2020 BVBS20126,TPCP,BVBS20126,HNX,2
BVBS20127,Trái phiếu Ngân hàng Chính sách Xã hội đợt 02/2020,BVBS20127,BVBS20127,HNX,2
BVBS21129,Trái phiếu Ngân hàng Chính sách Xã hội đợt 01/2021,"Bonds of Bank for Social Policies, phase 01/2021",BVBS21129,HNX,2
BVBS21130,Trái phiếu Ngân hàng Chính sách Xã hội đợt 02/2021,Bonds of Bank for Social Policies for the 2nd installment of 2021,BVBS21130,HNX,2
BVBS21131,Trái phiếu Ngân hàng Chính sách Xã hội đợt 03/2021,Bonds of Bank for Social Policies for the 3rd term of 2021,BVBS21131,HNX,2
BVBS21144,Trái phiếu Ngân hàng Chính sách Xã hội đợt 01/2021 BVBS21144,"Bonds of Bank for Social Policies, phase 01/2021",BVBS21144,HNX,2
BVBS22138,Trái phiếu Ngân hàng Chính sách Xã hội đợt 03/2022,Bonds of Bank for Social Policies March 2022,BVBS22138,HNX,2
BVBS22139,Trái phiếu Ngân hàng Chính sách Xã hội đợt 04/2022,Bonds of Bank for Social Policies for the period 04/2022,BVBS22139,HNX,2
BVBS22140,Trái phiếu Ngân hàng Chính sách Xã hội đợt 05/2022,onds of Bank for Social Policies for the period 05/2022,BVBS22140,HNX,2
BVBS22144,Trái phiếu Ngân hàng Chính sách Xã hội đợt 09/2022,Bonds of the Bank for Social Policies for the period 09/2022,BVBS22144,HNX,2
BVBS22145,Trái phiếu Ngân hàng Chính sách Xã hội đợt 10/2022 - BVBS22145,Bonds of Bank for Social Policies 10/2022,BVBS22145,HNX,2
BVBS22146,Trái phiếu Ngân hàng Chính sách Xã hội đợt 01/2022,Bonds of Bank for Social Policies for the period 01/2022,BVBS22146,HNX,2
BVBS22155,Trái phiếu Ngân hàng Chính sách Xã hội đợt 10/2022,Trái phiếu Ngân hàng Chính sách Xã hội đợt 10/2022,BVBS22155,HNX,2
BVBS22218,Trái phiếu Ngân hàng Chính sách Xã hội đợt 21/2022,Trái phiếu Ngân hàng Chính sách Xã hội đợt 21/2022,BVBS22218,HNX,2
BVBS22276,Trái phiếu Ngân hàng Chính sách Xã hội đợt 32/2022 - BVBS22276,"Bonds from the Bank for Social Policies, round 32/2022",BVBS22276,HNX,2
BVBS23183,Trái phiếu Ngân hàng Chính sách Xã hội đợt 05/2023,"Bonds from the Bank for Social Policies, phase 05/2023",BVBS23183,HNX,2
BVBS23185,Trái phiếu Ngân hàng Chính sách Xã hội đợt 07/2023 - BVBS23185,"Bonds from the Bank for Social Policies, phase 07/2023",BVBS23185,HNX,2
BVDB13151,Trái phiếu Ngân hàng Phát triển Việt Nam BVDB13151,Bonds of Vietnam Development Bank,BVDB13151,HNX,2
BVDB13249,Trái phiếu Ngân hàng Phát triển Việt Nam BVDB13249,Trái phiếu Ngân hàng Phát triển Việt Nam BVDB13249,BVDB13249,HNX,2
BVDB14149,Trái phiếu Ngân hàng Phát triển Việt Nam.,BVDB14149,BVDB14149,HNX,2
BVDB15235,Trái phiếu Ngân hàng Phát triển Việt Nam BVDB15235,Trái phiếu Ngân hàng Phát triển Việt Nam BVDB15235,BVDB15235,HNX,2
BVDB15242,Trái phiếu Ngân hàng Phát triển Việt Nam  BVDB15242,Bonds of Vietnam Development Bank,BVDB15242,HNX,2
BVDB15244,Trái phiếu Ngân hàng Phát triển Việt Nam  BVDB15244,Bonds of Vietnam Development Bank,BVDB15244,HNX,2
BVDB15247,Trái phiếu Ngân hàng Phát triển Việt Nam BVDB15247,Trái phiếu Ngân hàng Phát triển Việt Nam BVDB15247,BVDB15247,HNX,2
BVDB15248,Trái phiếu Ngân hàng Phát triển Việt Nam BVDB15248,Trái phiếu Ngân hàng Phát triển Việt Nam BVDB15248,BVDB15248,HNX,2
BVDB15251,Trái phiếu Ngân hàng Phát triển Việt Nam - BVDB15251,Vietnam Development Bank bonds,BVDB15251,HNX,2
BVDB16205,"Trái phiếu Ngân hàng Phát triển Việt Nam,",BVDB16205,BVDB16205,HNX,2
BVDB17269,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 8/2017 BVDB17269,BVDB17269,BVDB17269,HNX,2
BVDB17271,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 11/2017 BVDB17271,BVDB17271,BVDB17271,HNX,2
BVDB17315,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 3/2017.,BVDB17315,BVDB17315,HNX,2
BVDB17318,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 8/2017  BVDB17318,BVDB17318,BVDB17318,HNX,2
BVDB18042,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 2/2018 BVDB18042,BVDB18042,BVDB18042,HNX,2
BVDB18043,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 3/2018 BVDB18043,BVDB18043,BVDB18043,HNX,2
BVDB18063,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 3/2018 BVDB18063,BVDB18063,BVDB18063,HNX,2
BVDB18236,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 2/2018 BVDB18236,BVDB18236,BVDB18236,HNX,2
BVDB18237,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 3/2018 BVDB18237,BVDB18237,BVDB18237,HNX,2
BVDB19021,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 1/2019 - BVDB19021,"Vietnam Development Bank bonds, phase 1/2019",BVDB19021,HNX,2
BVDB19081,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 1/2019 - BVDB19081,"Vietnam Development Bank bonds, phase 1/2019",BVDB19081,HNX,2
BVDB19082,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 2/2019 - BVDB19082,"Vietnam Development Bank bonds, round 2/2019",BVDB19082,HNX,2
BVDB19084,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 4/2019 BVDB19084,BVDB19084,BVDB19084,HNX,2
BVDB20086,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 3/2020,TPCP,BVDB20086,HNX,2
BVDB20087,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 4/2020,BVDB20087,BVDB20087,HNX,2
BVDB20101,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 3/2020 BVDB20101,TPCP,BVDB20101,HNX,2
BVDB20102,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 4/2020.,BVDB20102,BVDB20102,HNX,2
BVDB20103,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 5/2020,BVDB20103,BVDB20103,HNX,2
BVDB21061,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 1/2021,BVDB21061,BVDB21061,HNX,2
BVDB21076,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 1/2021 BVDB21076,BVDB21076,BVDB21076,HNX,2
BVDB21091,Trái phiếu Ngân hàng Phát triển Việt Nam đợt 1/2021 BVDB21091,BVDB21091,BVDB21091,HNX,2
BVG,Công ty cổ phần Group Bắc Việt,BVG Investment Joint Stock Company,BVG,UPCOM,3
BVH,Tập đoàn Bảo Việt,Bao Viet Holdings,BVH,HOSE,1
BVL,Công ty cổ phần BV Land,CTCP BV LAND,BVL,UPCOM,3
BVN,CTCP Bông Việt Nam,Viet Nam Cotton Joint Stock Company,BVN,UPCOM,3
BVS,Công ty Cổ phần Chứng khoán Bảo Việt,Bao Viet Securities Joint Stock Company,BVS,HNX,2
BWA,CTCP Cấp thoát nước và Xây dựng Bảo Lộc,Bao Loc Supply Sewerage and Construction Joint Stock Company,BWA,UPCOM,3
BWE,Công ty CP – Tổng Công ty Nước – Môi trường Bình Dương,Binh Duong Water - Environment Corporation – Joint Stock Company,BWE,HOSE,1
BWS,CTCP Cấp nước Bà Rịa - Vũng Tàu,Baria-Vungtau Water Supply Joint Stock Company,BWS,UPCOM,3
BXH,Công Ty Cổ phần Vicem bao bì Hải Phòng,HAIPHONG PACKING VICEM JOINT STOCK COMPANY,BXH,HNX,2
C12,CTCP Cầu 12,Cau 12 JSC,C12,UPCOM,3
C21,CTCP Thế kỷ 21,Century 21 Joint Stock Company,C21,UPCOM,3
C22,Công ty cổ phần 22,Cong ty co phan 22,C22,UPCOM,3
C32,Công ty Cổ phần CIC39,Construction Investment Corporation 3-2,C32,HOSE,1
C47,Công ty Cổ phần Xây dựng 47,Construction Joint Stock Company 47,C47,HOSE,1
C4G,Công ty cổ phần Tập đoàn CIENCO4,CIENCO4 Group Joint Stock Company,C4G,UPCOM,3
C69,CTCP Xây dựng 1369,1369 Construction Joint Stock Company,C69,HNX,2
C92,CTCP Xây dựng và Đầu tư 492,Construction and Investment JSC No. 492,C92,UPCOM,3
CAB,Công ty cổ phần Tổng công ty Truyền hình Cáp Việt Nam,Vietnam Television Cable Joint Stock Company,CAB,UPCOM,3
CACB2207,CACB2207,CACB2207,CACB2207,HOSE,1
CACB2208,CACB2208,CACB2208,CACB2208,HOSE,1
CACB2301,CACB2301,CACB2301,CACB2301,HOSE,1
CACB2302,CACB2302,CACB2302,CACB2302,HOSE,1
CACB2303,CACB2303,CACB2303,CACB2303,HOSE,1
CACB2304,CACB2304,CACB2304,CACB2304,HOSE,1
CACB2305,CACB2305,CACB2305,CACB2305,HOSE,1
CAD,CTCP Chế biến & XNK Thủy sản Cadovimex,Cadovimex sea food import - export and processing Joint Stock Company,CAD,UPCOM,3
CAG,CTCP Cảng An Giang,An Giang Port Joint Stock Company,CAG,HNX,2
CAN,CTCP Đồ hộp Hạ Long,Halong Canned Food Joint Stock Corporation,CAN,HNX,2
CAP,Công ty Cổ phần lâm nông sản thực phẩm Yên Bái,Yen Bai Joint Stock Forest Agricultural Products and Foodstuff Company,CAP,HNX,2
CAR,Công ty cổ phần Tập đoàn Giáo dục Trí Việt,CTCP TAP DOAN GIAO DUC TRI VIET,CAR,UPCOM,3
CAT,CTCP Thủy sản Cà Mau,Seaprimexco-Viet Nam,CAT,UPCOM,3
CAV,Công ty Cổ phần Dây cáp điện Việt Nam,Vietnam Electric Cable Corporation,CAV,HOSE,1
CBI,CTCP Gang thép Cao Bằng,Cao Bang Iron And Steel Joint Stock Company,CBI,UPCOM,3
CBS,CTCP Mía đường Cao Bằng,Cao Bang Sugarcane Joint Stock Company,CBS,UPCOM,3
CC1,Tổng Công ty Xây dựng Số 1 - CTCP,Construction Corporation No 1 Joint Stock Company,CC1,UPCOM,3
CC4,CTCP Đầu tư và Xây dựng số 4,Investment and Construction Joint Stock Company No.4,CC4,UPCOM,3
CCA,Công ty cổ phần Xuất nhập khẩu Thủy sản Cần Thơ,CanTho Import Export Seafood Joint Stock Company,CCA,UPCOM,3
CCI,Công ty Cổ phần Đầu tư Phát triển Công nghiệp Thương mại Củ Chi,Cuchi Commercial And Industrial Developing Investment Joint Stock Company,CCI,HOSE,1
CCL,Công ty Cổ phần Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Cuu Long Petro Urban Development and Investment Corporation,CCL,HOSE,1
CCM,Công ty cổ phần Khoáng sản và Xi măng Cần Thơ,Can Tho Mineral and Cement JSC,CCM,UPCOM,3
CCP,CTCP Cảng Cửa Cấm Hải Phòng,Hai Phong Cua Cam Port Joint Stock Company,CCP,UPCOM,3
CCR,CTCP Cảng Cam Ranh,Cam Ranh Port Joint Stock Company,CCR,HNX,2
CCT,CTCP Cảng Cần Thơ,Can Tho Port Joint Stock Company,CCT,UPCOM,3
CCV,CTCP Tư vấn Xây dựng Công nghiệp và Đô thị Việt Nam,VCC Engineering Consultants Joint – Stock Company,CCV,UPCOM,3
CDC,Công ty Cổ phần Chương Dương,Chuong Duong Corporation,CDC,HOSE,1
CDG,CTCP Cầu Đuống,CauDuong Joint Stock Company,CDG,UPCOM,3
CDH,CTCP Công trình công cộng và Dịch vụ Du lịch Hải Phòng,Hai Phong Public Works and Tourism Services Joint Stock Company,CDH,UPCOM,3
CDN,Công ty Cổ phần Cảng Đà Nẵng,Danang port Joint Stock Company,CDN,HNX,2
CDO,Công ty Cổ phần Tư vấn Thiết kế và Phát triển Đô thị,Consultancy Design and Urban Development JSC,CDO,UPCOM,3
CDP,Công ty cổ phần Dược phẩm Trung ương Codupha,Codupha Central Pharmaceutical Joint Stock Company,CDP,UPCOM,3
CDR,CTCP Xây dựng Cao su Đồng Nai,Dong Nai Rubber Construction Joint Stock Company,CDR,UPCOM,3
CE1,CTCP Xây dựng và Thiết bị Công nghiệp CIE1,Construction And Industry Equipment Joint Stock Company- CIE1,CE1,UPCOM,3
CEG,CTCP Tập đoàn Xây dựng và Thiết bị Công nghiệp,Construction and Industry Equipment Group Corporation,CEG,UPCOM,3
CEN,Công ty cổ phần Cencon Việt Nam,Cong ty co phan Cencon Viet Nam,CEN,UPCOM,3
CEO,Công ty cổ phần Tập đoàn C.E.O,C.E.O Group Joint Stock Company,CEO,HNX,2
CET,Công ty cổ phần HTC Holding,Tech - Vina Joint Stock Company,CET,HNX,2
CFM,Công ty cổ phần Đầu tư CFM,CFM INVESTMENT JOINT STOCK COMPANY,CFM,UPCOM,3
CFPT2205,CFPT2205,CFPT2205,CFPT2205,HOSE,1
CFPT2209,CFPT2209,CFPT2209,CFPT2209,HOSE,1
CFPT2210,CFPT2210,CFPT2210,CFPT2210,HOSE,1
CFPT2211,CFPT2211,CFPT2211,CFPT2211,HOSE,1
CFPT2212,CFPT2212,CFPT2212,CFPT2212,HOSE,1
CFPT2213,CFPT2213,CFPT2213,CFPT2213,HOSE,1
CFPT2214,CFPT2214,CFPT2214,CFPT2214,HOSE,1
CFPT2301,CFPT2301,CFPT2301,CFPT2301,HOSE,1
CFPT2302,CFPT2302,CFPT2302,CFPT2302,HOSE,1
CFPT2303,CFPT2303,CFPT2303,CFPT2303,HOSE,1
CFPT2304,CFPT2304,CFPT2304,CFPT2304,HOSE,1
CFPT2305,CFPT2305,CFPT2305,CFPT2305,HOSE,1
CFPT2306,CFPT2306,CFPT2306,CFPT2306,HOSE,1
CFPT2307,CFPT2307,CFPT2307,CFPT2307,HOSE,1
CFPT2308,CFPT2308,CFPT2308,CFPT2308,HOSE,1
CFPT2309,CFPT2309,CFPT2309,CFPT2309,HOSE,1
CFPT2310,CFPT2310,CFPT2310,CFPT2310,HOSE,1
CFPT2311,CFPT2311,CFPT2311,CFPT2311,HOSE,1
CFPT2312,CFPT2312,CFPT2312,CFPT2312,HOSE,1
CFPT2313,CFPT2313,CFPT2313,CFPT2313,HOSE,1
CFPT2314,CFPT2314,CFPT2314,CFPT2314,HOSE,1
CFV,Công ty cổ phần Cà Phê Thắng Lợi,Thang loi Coffee Joint Stock Company,CFV,UPCOM,3
CGV,Công ty Cổ phần Vinaceglass,Vinaceglass Joint Stock Company,CGV,UPCOM,3
CH5,CTCP Xây dựng số 5 Hà Nội,Hanoi Construction Joint Stock Company No.5,CH5,UPCOM,3
CHC,CTCP Cẩm Hà,Cam Ha Joint Stock Company,CHC,UPCOM,3
CHDB2208,CHDB2208,CHDB2208,CHDB2208,HOSE,1
CHDB2210,CHDB2210,CHDB2210,CHDB2210,HOSE,1
CHDB2301,CHDB2301,CHDB2301,CHDB2301,HOSE,1
CHDB2302,CHDB2302,CHDB2302,CHDB2302,HOSE,1
CHDB2303,CHDB2303,CHDB2303,CHDB2303,HOSE,1
CHDB2304,CHDB2304,CHDB2304,CHDB2304,HOSE,1
CHDB2305,CHDB2305,CHDB2305,CHDB2305,HOSE,1
CHDB2306,CHDB2306,CHDB2306,CHDB2306,HOSE,1
CHP,Công ty Cổ phần Thủy điện Miền Trung,Central Hydropower Joint Stock Company,CHP,HOSE,1
CHPG2215,CHPG2215,CHPG2215,CHPG2215,HOSE,1
CHPG2219,CHPG2219,CHPG2219,CHPG2219,HOSE,1
CHPG2221,CHPG2221,CHPG2221,CHPG2221,HOSE,1
CHPG2223,CHPG2223,CHPG2223,CHPG2223,HOSE,1
CHPG2224,CHPG2224,CHPG2224,CHPG2224,HOSE,1
CHPG2225,CHPG2225,CHPG2225,CHPG2225,HOSE,1
CHPG2226,CHPG2226,CHPG2226,CHPG2226,HOSE,1
CHPG2227,CHPG2227,CHPG2227,CHPG2227,HOSE,1
CHPG2301,CHPG2301,CHPG2301,CHPG2301,HOSE,1
CHPG2302,CHPG2302,CHPG2302,CHPG2302,HOSE,1
CHPG2303,CHPG2303,CHPG2303,CHPG2303,HOSE,1
CHPG2304,CHPG2304,CHPG2304,CHPG2304,HOSE,1
CHPG2305,CHPG2305,CHPG2305,CHPG2305,HOSE,1
CHPG2306,CHPG2306,CHPG2306,CHPG2306,HOSE,1
CHPG2307,CHPG2307,CHPG2307,CHPG2307,HOSE,1
CHPG2308,CHPG2308,CHPG2308,CHPG2308,HOSE,1
CHPG2309,CHPG2309,CHPG2309,CHPG2309,HOSE,1
CHPG2310,CHPG2310,CHPG2310,CHPG2310,HOSE,1
CHPG2311,CHPG2311,CHPG2311,CHPG2311,HOSE,1
CHPG2312,CHPG2312,CHPG2312,CHPG2312,HOSE,1
CHPG2313,CHPG2313,CHPG2313,CHPG2313,HOSE,1
CHPG2314,CHPG2314,CHPG2314,CHPG2314,HOSE,1
CHPG2315,CHPG2315,CHPG2315,CHPG2315,HOSE,1
CHPG2316,CHPG2316,CHPG2316,CHPG2316,HOSE,1
CHPG2317,CHPG2317,CHPG2317,CHPG2317,HOSE,1
CHPG2318,CHPG2318,CHPG2318,CHPG2318,HOSE,1
CHPG2319,CHPG2319,CHPG2319,CHPG2319,HOSE,1
CHPG2320,CHPG2320,CHPG2320,CHPG2320,HOSE,1
CHPG2321,CHPG2321,CHPG2321,CHPG2321,HOSE,1
CHPG2322,CHPG2322,CHPG2322,CHPG2322,HOSE,1
CHPG2323,CHPG2323,CHPG2323,CHPG2323,HOSE,1
CHPG2324,CHPG2324,CHPG2324,CHPG2324,HOSE,1
CHPG2325,CHPG2325,CHPG2325,CHPG2325,HOSE,1
CHPG2326,CHPG2326,CHPG2326,CHPG2326,HOSE,1
CHPG2327,CHPG2327,CHPG2327,CHPG2327,HOSE,1
CHPG2328,CHPG2328,CHPG2328,CHPG2328,HOSE,1
CHPG2329,CHPG2329,CHPG2329,CHPG2329,HOSE,1
CHPG2330,CHPG2330,CHPG2330,CHPG2330,HOSE,1
CHPG2331,CHPG2331,CHPG2331,CHPG2331,HOSE,1
CHPG2332,CHPG2332,CHPG2332,CHPG2332,HOSE,1
CHPG2333,CHPG2333,CHPG2333,CHPG2333,HOSE,1
CHPG2334,CHPG2334,CHPG2334,CHPG2334,HOSE,1
CHPG2335,CHPG2335,CHPG2335,CHPG2335,HOSE,1
CHPG2336,CHPG2336,CHPG2336,CHPG2336,HOSE,1
CHPG2337,CHPG2337,CHPG2337,CHPG2337,HOSE,1
CHPG2338,CHPG2338,CHPG2338,CHPG2338,HOSE,1
CHPG2339,CHPG2339,CHPG2339,CHPG2339,HOSE,1
CHS,CTCP Chiếu sáng Công cộng Thành phố Hồ Chí Minh,Ho Chi Minh City Public Lighting Joint Stock Company,CHS,UPCOM,3
CI5,CTCP Đầu tư Xây dựng số 5,No.5 Construction Investment Joint Stock Company,CI5,UPCOM,3
CIA,CTCP Dịch vụ Sân bay Quốc tế Cam Ranh,Cam Ranh International Airport Services Joint Stock Company,CIA,HNX,2
CID,CTCP Xây dựng và Phát triển Cơ sở hạ tầng,Construction and Infrastructure Development Joint Stock Corporation,CID,UPCOM,3
CIG,Công ty Cổ phần COMA18,Coma18 Joint Stock Company,CIG,HOSE,1
CII,Công ty Cổ phần Đầu tư Hạ tầng Kỹ thuật TPHCM,Hochiminh City Infrastructure Investment Joint Stock Company,CII,HOSE,1
CII120018,Trái phiếu CIIB2024009,CII120018,CII120018,HNX,2
CII121006,Trái phiếu CIIB2124001,CII121006,CII121006,HNX,2
CII121029,Trái phiếu CIIB2124002,CII121029,CII121029,HNX,2
CII42013,Trái phiếu CTCP Đầu tư Hạ tầng Kỹ thuật TP.HCM,Ho Chi Minh City Infrastructure Investment Joint Stock Company,CII42013,HNX,2
CIP,CTCP Xây lắp và Sản xuất Công nghiệp,Construction and Industrial Production Joint Stock Company,CIP,UPCOM,3
CJC,CTCP Cơ điện Miền Trung,Central Area Electrical Mechanical JSC,CJC,HNX,2
CK8,Công ty cổ phần Cơ khí 120,CTCP Co khi 120,CK8,UPCOM,3
CKA,Công ty cổ phần Cơ Khí An Giang,An Giang Mechanical Joint Stock Company,CKA,UPCOM,3
CKD,CTCP Cơ khí Đông Anh Licogi,Dong Anh Licogi Mechanical Joint Stock Company,CKD,UPCOM,3
CKDH2209,CKDH2209,CKDH2209,CKDH2209,HOSE,1
CKDH2212,CKDH2212,CKDH2212,CKDH2212,HOSE,1
CKG,Công ty cổ phần Tập đoàn Tư vấn Đầu tư Xây dựng Kiên Giang,Kien Giang Construction And Investment Consulting Corporation,CKG,HOSE,1
CKV,CTCP COKYVINA,COKYVINA JSC,CKV,HNX,2
CLC,Công ty Cổ phần Cát Lợi,Cat Loi Joint Stock Company,CLC,HOSE,1
CLG,Công ty Cổ phần Đầu tư và Phát triển Nhà đất COTEC,Cotec Investment and Land-house Development Joint Stock Company,CLG,UPCOM,3
CLH,CTCP Xi măng La Hiên VVMI,La Hien Cement Joint Stock Company,CLH,HNX,2
CLL,Công ty Cổ phần Cảng Cát Lái,Cat Lai Port Joint Stock Company,CLL,HOSE,1
CLM,CTCP Xuất nhập khẩu than - Vinacomin,Vinacomin - Coal Improt Export Joint Stock Company,CLM,HNX,2
CLW,Công ty Cổ phần Cấp nước Chợ Lớn,Cho Lon Water Supply Joint Stock Company,CLW,HOSE,1
